a,b,theta,z,A2,phi,status
6.1,8.4,60.0,-3.4,-12.0,240.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,250.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,260.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,270.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,280.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,290.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,300.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,310.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,320.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,330.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,340.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,350.0,NotYet
6.1,8.4,60.0,-3.4,-12.0,360.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,0.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,10.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,20.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,30.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,40.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,50.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,60.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,70.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,80.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,90.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,100.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,110.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,120.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,130.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,140.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,150.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,160.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,170.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,180.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,190.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,200.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,210.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,220.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,230.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,240.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,250.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,260.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,270.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,280.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,290.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,300.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,310.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,320.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,330.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,340.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,350.0,NotYet
6.1,8.4,60.0,-3.4,-10.0,360.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,0.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,10.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,20.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,30.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,40.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,50.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,60.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,70.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,80.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,90.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,100.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,110.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,120.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,130.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,140.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,150.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,160.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,170.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,180.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,190.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,200.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,210.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,220.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,230.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,240.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,250.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,260.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,270.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,280.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,290.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,300.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,310.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,320.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,330.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,340.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,350.0,NotYet
6.1,8.4,60.0,-3.4,-8.0,360.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,0.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,10.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,20.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,30.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,40.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,50.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,60.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,70.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,80.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,90.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,100.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,110.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,120.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,130.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,140.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,150.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,160.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,170.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,180.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,190.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,200.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,210.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,220.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,230.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,240.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,250.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,260.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,270.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,280.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,290.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,300.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,310.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,320.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,330.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,340.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,350.0,NotYet
6.1,8.4,60.0,-3.4,-6.0,360.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,0.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,10.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,20.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,30.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,40.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,50.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,60.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,70.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,80.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,90.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,100.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,110.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,120.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,130.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,140.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,150.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,160.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,170.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,180.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,190.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,200.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,210.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,220.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,230.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,240.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,250.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,260.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,270.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,280.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,290.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,300.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,310.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,320.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,330.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,340.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,350.0,NotYet
6.1,8.4,60.0,-3.4,-4.0,360.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,0.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,10.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,20.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,30.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,40.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,50.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,60.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,70.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,80.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,90.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,100.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,110.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,120.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,130.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,140.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,150.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,160.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,170.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,180.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,190.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,200.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,210.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,220.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,230.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,240.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,250.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,260.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,270.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,280.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,290.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,300.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,310.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,320.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,330.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,340.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,350.0,NotYet
6.1,8.4,60.0,-3.4,-2.0,360.0,NotYet
6.1,8.4,60.0,-3.4,0.0,0.0,NotYet
6.1,8.4,60.0,-3.4,0.0,10.0,NotYet
6.1,8.4,60.0,-3.4,0.0,20.0,NotYet
6.1,8.4,60.0,-3.4,0.0,30.0,NotYet
6.1,8.4,60.0,-3.4,0.0,40.0,NotYet
6.1,8.4,60.0,-3.4,0.0,50.0,NotYet
6.1,8.4,60.0,-3.4,0.0,60.0,NotYet
6.1,8.4,60.0,-3.4,0.0,70.0,NotYet
6.1,8.4,60.0,-3.4,0.0,80.0,NotYet
6.1,8.4,60.0,-3.4,0.0,90.0,NotYet
6.1,8.4,60.0,-3.4,0.0,100.0,NotYet
6.1,8.4,60.0,-3.4,0.0,110.0,NotYet
6.1,8.4,60.0,-3.4,0.0,120.0,NotYet
6.1,8.4,60.0,-3.4,0.0,130.0,NotYet
6.1,8.4,60.0,-3.4,0.0,140.0,NotYet
6.1,8.4,60.0,-3.4,0.0,150.0,NotYet
6.1,8.4,60.0,-3.4,0.0,160.0,NotYet
6.1,8.4,60.0,-3.4,0.0,170.0,NotYet
6.1,8.4,60.0,-3.4,0.0,180.0,NotYet
6.1,8.4,60.0,-3.4,0.0,190.0,NotYet
6.1,8.4,60.0,-3.4,0.0,200.0,NotYet
6.1,8.4,60.0,-3.4,0.0,210.0,NotYet
6.1,8.4,60.0,-3.4,0.0,220.0,NotYet
6.1,8.4,60.0,-3.4,0.0,230.0,NotYet
6.1,8.4,60.0,-3.4,0.0,240.0,NotYet
6.1,8.4,60.0,-3.4,0.0,250.0,NotYet
6.1,8.4,60.0,-3.4,0.0,260.0,NotYet
6.1,8.4,60.0,-3.4,0.0,270.0,NotYet
6.1,8.4,60.0,-3.4,0.0,280.0,NotYet
6.1,8.4,60.0,-3.4,0.0,290.0,NotYet
6.1,8.4,60.0,-3.4,0.0,300.0,NotYet
6.1,8.4,60.0,-3.4,0.0,310.0,NotYet
6.1,8.4,60.0,-3.4,0.0,320.0,NotYet
6.1,8.4,60.0,-3.4,0.0,330.0,NotYet
6.1,8.4,60.0,-3.4,0.0,340.0,NotYet
6.1,8.4,60.0,-3.4,0.0,350.0,NotYet
6.1,8.4,60.0,-3.4,0.0,360.0,NotYet
6.1,8.4,60.0,-3.4,2.0,0.0,NotYet
6.1,8.4,60.0,-3.4,2.0,10.0,NotYet
6.1,8.4,60.0,-3.4,2.0,20.0,NotYet
6.1,8.4,60.0,-3.4,2.0,30.0,NotYet
6.1,8.4,60.0,-3.4,2.0,40.0,NotYet
6.1,8.4,60.0,-3.4,2.0,50.0,NotYet
6.1,8.4,60.0,-3.4,2.0,60.0,NotYet
6.1,8.4,60.0,-3.4,2.0,70.0,NotYet
6.1,8.4,60.0,-3.4,2.0,80.0,NotYet
6.1,8.4,60.0,-3.4,2.0,90.0,NotYet
6.1,8.4,60.0,-3.4,2.0,100.0,NotYet
6.1,8.4,60.0,-3.4,2.0,110.0,NotYet
6.1,8.4,60.0,-3.4,2.0,120.0,NotYet
6.1,8.4,60.0,-3.4,2.0,130.0,NotYet
6.1,8.4,60.0,-3.4,2.0,140.0,NotYet
6.1,8.4,60.0,-3.4,2.0,150.0,NotYet
6.1,8.4,60.0,-3.4,2.0,160.0,NotYet
6.1,8.4,60.0,-3.4,2.0,170.0,NotYet
6.1,8.4,60.0,-3.4,2.0,180.0,NotYet
6.1,8.4,60.0,-3.4,2.0,190.0,NotYet
6.1,8.4,60.0,-3.4,2.0,200.0,NotYet
6.1,8.4,60.0,-3.4,2.0,210.0,NotYet
6.1,8.4,60.0,-3.4,2.0,220.0,NotYet
6.1,8.4,60.0,-3.4,2.0,230.0,NotYet
6.1,8.4,60.0,-3.4,2.0,240.0,NotYet
6.1,8.4,60.0,-3.4,2.0,250.0,NotYet
6.1,8.4,60.0,-3.4,2.0,260.0,NotYet
6.1,8.4,60.0,-3.4,2.0,270.0,NotYet
6.1,8.4,60.0,-3.4,2.0,280.0,NotYet
6.1,8.4,60.0,-3.4,2.0,290.0,NotYet
6.1,8.4,60.0,-3.4,2.0,300.0,NotYet
6.1,8.4,60.0,-3.4,2.0,310.0,NotYet
6.1,8.4,60.0,-3.4,2.0,320.0,NotYet
6.1,8.4,60.0,-3.4,2.0,330.0,NotYet
6.1,8.4,60.0,-3.4,2.0,340.0,NotYet
6.1,8.4,60.0,-3.4,2.0,350.0,NotYet
6.1,8.4,60.0,-3.4,2.0,360.0,NotYet
6.1,8.4,60.0,-3.4,4.0,0.0,NotYet
6.1,8.4,60.0,-3.4,4.0,10.0,NotYet
6.1,8.4,60.0,-3.4,4.0,20.0,NotYet
6.1,8.4,60.0,-3.4,4.0,30.0,NotYet
6.1,8.4,60.0,-3.4,4.0,40.0,NotYet
6.1,8.4,60.0,-3.4,4.0,50.0,NotYet
6.1,8.4,60.0,-3.4,4.0,60.0,NotYet
6.1,8.4,60.0,-3.4,4.0,70.0,NotYet
6.1,8.4,60.0,-3.4,4.0,80.0,NotYet
6.1,8.4,60.0,-3.4,4.0,90.0,NotYet
6.1,8.4,60.0,-3.4,4.0,100.0,NotYet
6.1,8.4,60.0,-3.4,4.0,110.0,NotYet
6.1,8.4,60.0,-3.4,4.0,120.0,NotYet
6.1,8.4,60.0,-3.4,4.0,130.0,NotYet
6.1,8.4,60.0,-3.4,4.0,140.0,NotYet
6.1,8.4,60.0,-3.4,4.0,150.0,NotYet
6.1,8.4,60.0,-3.4,4.0,160.0,NotYet
6.1,8.4,60.0,-3.4,4.0,170.0,NotYet
6.1,8.4,60.0,-3.4,4.0,180.0,NotYet
6.1,8.4,60.0,-3.4,4.0,190.0,NotYet
6.1,8.4,60.0,-3.4,4.0,200.0,NotYet
6.1,8.4,60.0,-3.4,4.0,210.0,NotYet
6.1,8.4,60.0,-3.4,4.0,220.0,NotYet
6.1,8.4,60.0,-3.4,4.0,230.0,NotYet
6.1,8.4,60.0,-3.4,4.0,240.0,NotYet
6.1,8.4,60.0,-3.4,4.0,250.0,NotYet
6.1,8.4,60.0,-3.4,4.0,260.0,NotYet
6.1,8.4,60.0,-3.4,4.0,270.0,NotYet
6.1,8.4,60.0,-3.4,4.0,280.0,NotYet
6.1,8.4,60.0,-3.4,4.0,290.0,NotYet
6.1,8.4,60.0,-3.4,4.0,300.0,NotYet
6.1,8.4,60.0,-3.4,4.0,310.0,NotYet
6.1,8.4,60.0,-3.4,4.0,320.0,NotYet
6.1,8.4,60.0,-3.4,4.0,330.0,NotYet
6.1,8.4,60.0,-3.4,4.0,340.0,NotYet
6.1,8.4,60.0,-3.4,4.0,350.0,NotYet
6.1,8.4,60.0,-3.4,4.0,360.0,NotYet
6.1,8.4,60.0,-3.4,6.0,0.0,NotYet
6.1,8.4,60.0,-3.4,6.0,10.0,NotYet
6.1,8.4,60.0,-3.4,6.0,20.0,NotYet
6.1,8.4,60.0,-3.4,6.0,30.0,NotYet
6.1,8.4,60.0,-3.4,6.0,40.0,NotYet
6.1,8.4,60.0,-3.4,6.0,50.0,NotYet
6.1,8.4,60.0,-3.4,6.0,60.0,NotYet
6.1,8.4,60.0,-3.4,6.0,70.0,NotYet
6.1,8.4,60.0,-3.4,6.0,80.0,NotYet
6.1,8.4,60.0,-3.4,6.0,90.0,NotYet
6.1,8.4,60.0,-3.4,6.0,100.0,NotYet
6.1,8.4,60.0,-3.4,6.0,110.0,NotYet
6.1,8.4,60.0,-3.4,6.0,120.0,NotYet
6.1,8.4,60.0,-3.4,6.0,130.0,NotYet
6.1,8.4,60.0,-3.4,6.0,140.0,NotYet
6.1,8.4,60.0,-3.4,6.0,150.0,NotYet
6.1,8.4,60.0,-3.4,6.0,160.0,NotYet
6.1,8.4,60.0,-3.4,6.0,170.0,NotYet
6.1,8.4,60.0,-3.4,6.0,180.0,NotYet
6.1,8.4,60.0,-3.4,6.0,190.0,NotYet
6.1,8.4,60.0,-3.4,6.0,200.0,NotYet
6.1,8.4,60.0,-3.4,6.0,210.0,NotYet
6.1,8.4,60.0,-3.4,6.0,220.0,NotYet
6.1,8.4,60.0,-3.4,6.0,230.0,NotYet
6.1,8.4,60.0,-3.4,6.0,240.0,NotYet
6.1,8.4,60.0,-3.4,6.0,250.0,NotYet
6.1,8.4,60.0,-3.4,6.0,260.0,NotYet
6.1,8.4,60.0,-3.4,6.0,270.0,NotYet
6.1,8.4,60.0,-3.4,6.0,280.0,NotYet
6.1,8.4,60.0,-3.4,6.0,290.0,NotYet
6.1,8.4,60.0,-3.4,6.0,300.0,NotYet
6.1,8.4,60.0,-3.4,6.0,310.0,NotYet
6.1,8.4,60.0,-3.4,6.0,320.0,NotYet
6.1,8.4,60.0,-3.4,6.0,330.0,NotYet
6.1,8.4,60.0,-3.4,6.0,340.0,NotYet
6.1,8.4,60.0,-3.4,6.0,350.0,NotYet
6.1,8.4,60.0,-3.4,6.0,360.0,NotYet
6.1,8.4,60.0,-3.4,8.0,0.0,NotYet
6.1,8.4,60.0,-3.4,8.0,10.0,NotYet
6.1,8.4,60.0,-3.4,8.0,20.0,NotYet
6.1,8.4,60.0,-3.4,8.0,30.0,NotYet
6.1,8.4,60.0,-3.4,8.0,40.0,NotYet
6.1,8.4,60.0,-3.4,8.0,50.0,NotYet
6.1,8.4,60.0,-3.4,8.0,60.0,NotYet
6.1,8.4,60.0,-3.4,8.0,70.0,NotYet
6.1,8.4,60.0,-3.4,8.0,80.0,NotYet
6.1,8.4,60.0,-3.4,8.0,90.0,NotYet
6.1,8.4,60.0,-3.4,8.0,100.0,NotYet
6.1,8.4,60.0,-3.4,8.0,110.0,NotYet
6.1,8.4,60.0,-3.4,8.0,120.0,NotYet
6.1,8.4,60.0,-3.4,8.0,130.0,NotYet
6.1,8.4,60.0,-3.4,8.0,140.0,NotYet
6.1,8.4,60.0,-3.4,8.0,150.0,NotYet
6.1,8.4,60.0,-3.4,8.0,160.0,NotYet
6.1,8.4,60.0,-3.4,8.0,170.0,NotYet
6.1,8.4,60.0,-3.4,8.0,180.0,NotYet
6.1,8.4,60.0,-3.4,8.0,190.0,NotYet
6.1,8.4,60.0,-3.4,8.0,200.0,NotYet
6.1,8.4,60.0,-3.4,8.0,210.0,NotYet
6.1,8.4,60.0,-3.4,8.0,220.0,NotYet
6.1,8.4,60.0,-3.4,8.0,230.0,NotYet
6.1,8.4,60.0,-3.4,8.0,240.0,NotYet
6.1,8.4,60.0,-3.4,8.0,250.0,NotYet
6.1,8.4,60.0,-3.4,8.0,260.0,NotYet
6.1,8.4,60.0,-3.4,8.0,270.0,NotYet
6.1,8.4,60.0,-3.4,8.0,280.0,NotYet
6.1,8.4,60.0,-3.4,8.0,290.0,NotYet
6.1,8.4,60.0,-3.4,8.0,300.0,NotYet
6.1,8.4,60.0,-3.4,8.0,310.0,NotYet
6.1,8.4,60.0,-3.4,8.0,320.0,NotYet
6.1,8.4,60.0,-3.4,8.0,330.0,NotYet
6.1,8.4,60.0,-3.4,8.0,340.0,NotYet
6.1,8.4,60.0,-3.4,8.0,350.0,NotYet
6.1,8.4,60.0,-3.4,8.0,360.0,NotYet
6.1,8.4,60.0,-3.4,10.0,0.0,NotYet
6.1,8.4,60.0,-3.4,10.0,10.0,NotYet
6.1,8.4,60.0,-3.4,10.0,20.0,NotYet
6.1,8.4,60.0,-3.4,10.0,30.0,NotYet
6.1,8.4,60.0,-3.4,10.0,40.0,NotYet
6.1,8.4,60.0,-3.4,10.0,50.0,NotYet
6.1,8.4,60.0,-3.4,10.0,60.0,NotYet
6.1,8.4,60.0,-3.4,10.0,70.0,NotYet
6.1,8.4,60.0,-3.4,10.0,80.0,NotYet
6.1,8.4,60.0,-3.4,10.0,90.0,NotYet
6.1,8.4,60.0,-3.4,10.0,100.0,NotYet
6.1,8.4,60.0,-3.4,10.0,110.0,NotYet
6.1,8.4,60.0,-3.4,10.0,120.0,NotYet
6.1,8.4,60.0,-3.4,10.0,130.0,NotYet
6.1,8.4,60.0,-3.4,10.0,140.0,NotYet
6.1,8.4,60.0,-3.4,10.0,150.0,NotYet
6.1,8.4,60.0,-3.4,10.0,160.0,NotYet
6.1,8.4,60.0,-3.4,10.0,170.0,NotYet
6.1,8.4,60.0,-3.4,10.0,180.0,NotYet
6.1,8.4,60.0,-3.4,10.0,190.0,NotYet
6.1,8.4,60.0,-3.4,10.0,200.0,NotYet
6.1,8.4,60.0,-3.4,10.0,210.0,NotYet
6.1,8.4,60.0,-3.4,10.0,220.0,NotYet
6.1,8.4,60.0,-3.4,10.0,230.0,NotYet
6.1,8.4,60.0,-3.4,10.0,240.0,NotYet
6.1,8.4,60.0,-3.4,10.0,250.0,NotYet
6.1,8.4,60.0,-3.4,10.0,260.0,NotYet
6.1,8.4,60.0,-3.4,10.0,270.0,NotYet
6.1,8.4,60.0,-3.4,10.0,280.0,NotYet
6.1,8.4,60.0,-3.4,10.0,290.0,NotYet
6.1,8.4,60.0,-3.4,10.0,300.0,NotYet
6.1,8.4,60.0,-3.4,10.0,310.0,NotYet
6.1,8.4,60.0,-3.4,10.0,320.0,NotYet
6.1,8.4,60.0,-3.4,10.0,330.0,NotYet
6.1,8.4,60.0,-3.4,10.0,340.0,NotYet
6.1,8.4,60.0,-3.4,10.0,350.0,NotYet
6.1,8.4,60.0,-3.4,10.0,360.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,0.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,10.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,20.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,30.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,40.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,50.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,60.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,70.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,80.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,90.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,100.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,110.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,120.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,130.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,140.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,150.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,160.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,170.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,180.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,190.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,200.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,210.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,220.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,230.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,240.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,250.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,260.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,270.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,280.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,290.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,300.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,310.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,320.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,330.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,340.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,350.0,NotYet
6.1,8.4,60.0,-3.2,-20.0,360.0,NotYet
6.1,8.4,60.0,-3.2,-18.0,0.0,NotYet
